signature,entropy,frequency,bug_count
nsHtml5TreeOpExecutor::RunFlushLoop,0.47493287597055783,86,1
_objc_error,0.2182210337512796,36,5
DOMGCCallback,0.2964515798868058,15,1
OnLinkClickEvent::OnLinkClickEvent,0.27076929769518254,14,1
AttemptToExtendTree,0.2669214038944282,11,1
nsNSSComponent::InitializeNSS(int),0.11780918014393367,9,1
JS_Enumerate,0.0,1,3
js::Shape::finalize,0.49474718026462816,122,2
F1906831248_____,0.321908656687235,32,1
"gfxHarfBuzzShaper::GetKerning(unsigned short, unsigned short)",0.18909255736720781,5,1
nspr4.dll@0x15f9f,0.0,1,1
hang | NtUserMessageCall | ValidateRgn,0.289850885211532,64,1
nsAccessNode::IsContent(),0.36454865775412926,32,2
imgFrame::Optimize(),0.35091803812656036,31,1
arena_dalloc | free | js::GCHelperThread::doSweep(),0.5514623462460257,216,1
nsEditor::CreateTxnForDeleteElement,0.0,1,1
recv,0.31165201012446486,19,1
xul.dll@0x86217,0.3719342269689358,31,1
RtlpWaitOnCriticalSection | RtlpDeCommitFreeBlock | nvlsp.dll@0x5ced,0.43392300085089947,515,1
@0x0 | datamngr.dll@0x9ec1,0.5597617144253467,1788,1
nsINode::GetOwnerDoc(),0.4981780106303498,111,3
RtlpCallQueryRegistryRoutine,0.38282398408065116,87,3
kernelbase.dll@0x179b,0.5200024545474365,251,1
RtlpWaitOnCriticalSection | RtlAddAccessAllowedAce | nvlsp.dll@0x5d0d,0.43392300085089947,515,1
js_NewFlatClosure,0.3475868682462997,70,1
nsIFrame::GetConstFrameSelection(),0.0,1,1
"mozJSComponentLoader::LoadModuleFromJAR(nsILocalFile*, nsACString_internal const&)",0.08143773176420468,2,1
mozilla::plugins::PluginModuleChild::UnregisterActorForNPObject(NPObject*),0.3053914941157676,16,2
F877715741___________________________________________,0.0,1,1
nsLocalFile::Append(nsAString_internal const&),0.3137118832232628,17,1
"_purecall | nsXPCWrappedJS::QueryInterface(nsID const&, void**)",0.41178227595691347,67,2
atiumdva.dll@0xc127,0.1290757509900526,3,1
Flash Player@0x91bd0,0.27389845836244775,21,1
nsZipArchive::OpenArchive(nsIFile*),0.15651746466152594,5,1
js::StackIter::settleOnNewState(),0.5406267083514216,293,1
nsPluginNativeWindow::CallSetWindow(nsCOMPtr<nsIPluginInstance>&),0.3839501513289739,38,2
_purecall | ffplugin.dll@0x19d0c8,0.3275367013663557,20,1
F_363836192______________________________,0.32450144377158274,39,1
nsFrameList::RemoveFrame(nsIFrame*),0.5495514028432661,469,5
"mozilla::plugins::PPluginScriptableObjectParent::CallInvoke(mozilla::plugins::PPluginIdentifierParent*, InfallibleTArray<mozilla::plugins::Variant> const&, mozilla::plugins::Variant*, bool*)",0.22862461710944693,7,1
"nsConverterOutputStream::WriteString(nsAString_internal const&, int*)",0.131596525574672,90,1
"js_ValueToAtom(JSContext*, js::Value const&, JSAtom**)",0.31892049583083054,21,1
"strlen | nsACString_internal::Assign(char const*, unsigned int)",0.39705777537474174,97,3
js_DefineNativeProperty,0.41722406844923043,269,2
hang | _SEH_epilog4,0.4065702677086527,219,2
libgobject-2.0.so.0.2702.0@0x2ef80,0.0,1,1
tfpupwdbankex.dll@0x9746,0.24834045993162066,22,1
hang | NtUserWaitMessage | NtUserWaitMessage | DialogBox2,0.5120050289466124,1119,1
nsINode::GetBoolFlag(nsINode::BooleanFlag),0.3774644566295747,33,1
nsHtml5Module::InitializeStatics(),0.11164710677317627,5,1
je_free | nsScriptSecurityManager::`vector deleting destructor''(unsigned int),0.44474668763888753,367,1
datamngrhlpff3.dll@0x4808,0.5597617144253467,1788,1
js_DeflateString,0.0,1,5
nsBuiltinDecoderStateMachine::GetBuffered(nsTimeRanges*),0.496498793526799,150,1
"nsSHistory::RemoveEntries(nsTArray<unsigned __int64, nsTArrayDefaultAllocator>&, int)",0.0,1,1
nsINode::HasFlag(unsigned long),0.31557121058629317,16,1
js::MaybeGC,0.5581271297085117,590,1
nsPropertyTable::GetPropertyInternal,0.0,2,1
js_IsIdentifier,0.1290757509900526,3,1
_d2d_compute_bitmap_mem_size,0.4021080713271403,1099,1
LoadPlatformDirectory,0.0,1,1
isPromoteInt,0.46032483616769676,169,2
js_UnwindScope,0.1290757509900526,3,1
acrobat.dll@0x13b519,0.46735275331765386,437,1
"nsDocument::AdoptNode(nsIDOMNode*, nsIDOMNode**)",0.0,1,1
"nsXULDocument::OnStreamComplete(nsIStreamLoader*, nsISupports*, unsigned int, unsigned int, unsigned char const*)",0.16287546352840937,4,1
"nsDisplayList::PaintThebesLayers(nsDisplayListBuilder*, nsTArray<nsDisplayList::LayerItems> const&)",0.12215659764630703,4,2
ntdll.dll@0x7e0d8,0.5635308029896902,2299,1
gfxASurface::GetContentType(),0.38745512848553953,76,1
nsCSSFrameConstructor::AddFrameConstructionItemsInternal,0.08143773176420468,2,1
BBFastDoubleSrcCopy,0.0,1,1
"PL_DHashTableOperate | mozilla::storage::AsyncBindingParams::BindByName(nsACString_internal const&, nsIVariant*)",0.08143773176420468,2,1
PL_DHashTableOperate | _MD_CURRENT_THREAD,0.2542427427785716,10,1
F_875177159_________________________________________________________________,0.44392344090884867,125,1
_PR_MD_SEND,0.5383563720938562,2460,3
JSCompartment::purge(JSContext*),0.4983444666030069,182,3
GetPropertyHelper<GetPropCompiler>::testForGet(),0.24005422825472644,9,2
"js_CloseIterator(JSContext*, JSObject*)",0.18909255736720781,5,1
CWindowFeedBackAnimation::RestoreDisplacedWindow(),0.2465109417888929,13,1
"nsCSSFrameConstructor::ConstructFramesFromItem(nsFrameConstructorState&, nsCSSFrameConstructor::FrameConstructionItemList::Iterator&, nsIFrame*, nsFrameItems&)",0.340062457625974,23,1
operator new(unsigned int) | shell32.dll@0x15d741,0.1290757509900526,3,1
mozilla::css::Declaration::~Declaration,0.08143773176420468,2,1
JSStackFrame::script(),0.08143773176420468,2,1
"hang | mozilla::plugins::PPluginModuleParent::CallNP_Initialize(unsigned long*, short*)",0.24431319529261405,8,1
SHA256_Compress,0.320681587498537,31,1
nsStringBuffer::Release,0.3373691885763189,19,2
"memcpy | nsJARInputStream::Read(char*, unsigned int, unsigned int*)",0.3344324447382981,21,2
nsAutoCompleteController::ClosePopup(),0.12215659764630703,4,1
nsGenericElement::GetBindingParent(),0.21051348275425724,6,1
nsPipeOutputStream::AddRef(),0.08143773176420468,2,1
"FindDataInStaticFile(_UNISTOR_CLIENT*, void*, unsigned long, unsigned long, unsigned char, void**)",0.21984228483611276,14,1
"nsPluginTag::RegisterWithCategoryManager(int, nsPluginTag::nsRegisterType)",0.0,2,1
js_GetMethod,0.21051348275425724,6,5
js_TraceObject,0.5899460011532249,682,3
js_HashString,0.22862461710944693,7,5
XPCWrappedNative::FindTearOff,0.11164710677317627,5,1
nsThread::nsChainedEventQueue::PutEvent(nsIRunnable*),0.0,1,1
mozilla::storage::`anonymous namespace''::CallbackResultNotifier::Run(),0.1290757509900526,3,1
zzz_AsmCodeRange_Begin,0.45892873094066505,311,2
nsIFrame::GetStyleVisibility(),0.2286275104958881,13,1
nsPrefetchNode::OnStopRequest,0.18909255736720781,5,2
nsCOMPtr_base::assign_with_AddRef | nsCSSSelector::Reset,0.2512323486363596,12,1
"nsXPCWrappedJSClass::CallMethod(nsXPCWrappedJS*, unsigned short, XPTMethodDescriptor const*, nsXPTCMiniVariant*)",0.5574121281701881,306,1
arena_run_reg_alloc,0.5400073263904976,310,2
sqlite3BtreeParseCellPtr,0.0,1,1
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | nsTArray_base<nsTArrayDefaultAllocator>::EnsureCapacity(unsigned int, unsigned int) | BuildTextRunsScanner::FlushFrames(bool, bool)",0.0,1,1
rlls.dll@0x40e7f,0.45130648536145923,376,1
js_FinalizeStringRT,0.0,1,1
js::gc::ScanTypeObject,0.4746603072867671,99,1
huge_dalloc,0.1290757509900526,3,2
js_FinishSharingTitle,0.2824032593757832,14,3
_cairo_hash_table_lookup_exact_key,0.18909255736720781,5,1
CFHash,0.25517969731821544,37,1
js_SweepAtomState(JSContext*),0.2219569545293476,9,1
XPC_WN_JSOp_ThisObject,0.14597560725923098,6,1
mozJSComponentLoader::Import(nsACString_internal const&),0.4956073369424353,113,3
"JSObject::nativeSearch(JSContext*, int, bool)",0.5579364996682622,214,1
"nsAccessible::GetState(unsigned int*, unsigned int*)",0.08143773176420468,2,1
"gfxContext::Scale(double, double)",0.1290757509900526,3,1
mozilla::plugins::PluginModuleChild::UnregisterActorForNPObject,0.22862461710944693,7,1
"_purecall | nsEditor::QueryInterface(nsID const&, void**)",0.0,1,1
"JSC::Yarr::Vector<JSC::Yarr::PatternAlternative*, int>::deleteAllValues()",0.5599132263392933,347,1
"ClientData::GetOtlTable(long, unsigned char const**, unsigned long*)",0.4156005905462997,526,3
WriteFile,0.22862461710944693,7,1
nvwgf2um.dll@0xcfb68,0.08143773176420468,2,1
ExternalResourceEnumerator,0.3073099441220331,15,1
js_ExecuteRegExp,0.3301085668208419,24,2
js_LookupProperty,0.3999400697971264,34,1
js_GetProperty,0.1290757509900526,3,7
epicplaygames.dll@0xcfe7,0.4362258910998667,117,1
"nsDOMConstructor::Create(unsigned short const*, nsDOMClassInfoData const*, nsGlobalNameStruct const*, nsPIDOMWindow*, nsDOMConstructor**)",0.3155712105862931,16,1
"nsTextBoxFrame::GetTextSize(nsPresContext*, nsIRenderingContext&, nsString const&, nsSize&, int&)",0.26994238341961907,29,1
"js::Invoke(JSContext*, js::CallArgs const&, js::ConstructOption)",0.24431319529261405,8,1
"hang | mozilla::plugins::PPluginInstanceParent::CallPBrowserStreamConstructor(mozilla::plugins::PBrowserStreamParent*, nsCString const&, unsigned int const&, unsigned int const&, mozilla::plugins::PStreamNotifyParent*, nsCString const&, nsCString const...",0.6450655418172818,11002,3
regexp_trace,0.5599132263392933,347,1
"nsQueryContentEventHandler::GenerateFlatTextContent(nsIRange*, nsString&)",0.16287546352840937,4,1
"@0x0 | XPC_WN_CallMethod(JSContext*, unsigned int, unsigned __int64*)",0.4331250535450698,88,1
operator new(unsigned int) | EdgePool::Builder::Add(PtrInfo*),0.4480301178252223,53,1
nsRuleNode::GetStyleDisplay,0.43434819909129097,54,1
FinalizeArenaList<JSObject_Slots12>,0.45763861787591864,127,1
_class_getMethodNoSuper,0.20318053193593497,22,1
IteratorMore,0.35492455337607776,63,1
_objc_trap,0.25152193569355774,56,1
js_GetProtoIfDenseArray,0.3053914941157676,16,2
xpc::XrayWrapper<JSCrossCompartmentWrapper>::resolveOwnProperty,0.5617375502027625,399,1
mozilla::layers::DeviceManagerD3D9::Init(),0.0,3,1
CompositeDataSourceImpl::cycleCollection::UnmarkPurple(nsISupports*),0.24431319529261405,8,1
hang | F_596512829______________________________,0.5932089413461246,717,2
JS_ValueToString,0.0,1,1
avgxpl.dll@0xb986,0.2581515019801053,9,1
nsAutoCompleteController::EnterMatch(int),0.3395892337443097,18,1
vksaver.dll@0x3d66,0.5812872727292551,3568,1
hang | mozilla::plugins::PPluginInstanceParent::CallUpdateWindow(),0.6347785248372129,5234,4
hang | mozilla::plugins::PluginInstanceChild::GetActorForNPObject(NPObject*),0.22862461710944693,7,1
strchr,0.39955152260515575,66,2
"strlen | AppendUTF8toUTF16(char const*, nsAString_internal&)",0.27505135824928345,18,2
JS_GetFunctionArgumentCount,0.0,2,1
nsDiskCacheMap::UpdateRecord(nsDiskCacheRecord*),0.5641483267962745,522,1
nsPKCS12Blob::~nsPKCS12Blob(),0.0,1,1
"js_NewGCObject(JSContext*, js::gc::FinalizeKind)",0.46249655474439044,70,1
"XPCWrappedNative::GetNewOrUsed(XPCCallContext&, nsISupports*, XPCWrappedNativeScope*, XPCNativeInterface*, nsWrapperCache*, int, XPCWrappedNative**)",0.4687182646572802,117,1
"PL_DHashTableOperate | GCGraphBuilder::NoteRoot(unsigned int, void*, nsCycleCollectionParticipant*)",0.2826722413610731,35,1
DestroyScript,0.31009562875777225,17,1
"mozilla::plugins::PPluginInstanceChild::CallPStreamNotifyConstructor(mozilla::plugins::PStreamNotifyChild*, nsCString const&, nsCString const&, bool const&, nsCString const&, bool const&, short*)",0.3626960246156092,25,1
mozalloc_abort(char const* const) | get_fpsr,0.3030727814355705,40,1
XPCJSStackFrame::Release(),0.3683127108020619,44,3
NS_ProcessNextEvent_P,0.0,1,2
mozilla::gfx::DrawTargetD2D::CreateGradientTexture(mozilla::gfx::GradientStopsD2D const*),0.0,1,1
"nsCSSFrameConstructor::MaybeRecreateContainerForFrameRemoval(nsIFrame*, unsigned int*)",0.2581515019801053,9,1
PL_DHashTableEnumerate,0.49036669679231965,91,4
nsINode::CompareDocPosition(nsINode*),0.1290757509900526,3,1
hang | mozalloc_abort(char const* const) | _RTC_Terminate,0.5885636705972926,4145,1
nsBuiltinDecoder::GetBuffered,0.3836874918478636,45,1
clearHashEntry,0.22862461710944693,7,2
MarkAndSweep,0.11164710677317627,5,1
hang | WaitForSingleObjectEx | WaitForSingleObject | CJob::Wait(unsigned long),0.5205354252186137,3887,1
Flash Player@0x8fd94,0.056993613471754745,15,1
hang | NtUserMessageCall | ImeWndCreateHandler,0.4695635509526715,272,1
np32dsw.dll@0x7830,0.0,1,1
js::Bindings::getLocalNameArray,0.18336757216618904,6,2
CheckStackAndEnterMethodJIT,0.6023856727464769,5828,3
js_SetPropertyHelper,0.37888145651284033,65,1
"nsJAR::GetInputStream(char const*, nsIInputStream**)",0.0,2,1
ns_if_addref<jsdIExecutionHook*>(jsdIExecutionHook*),0.0,1,1
CFReadStreamGetStatus,0.2564797864090407,16,3
F_973733276______________________________,0.4829531556259697,171,1
hang | F1156974495_____________________,0.5573974134535293,354,1
mozalloc_abort(char const* const) | NS_DebugBreak_P | nsCycleCollectingAutoRefCnt::decr(nsISupports*),0.5576525763854628,778,1
arena_run_dalloc,0.3933414877547219,34,2
hang | mozalloc_abort(char const* const) | NS_DebugBreak_P | mozilla::plugins::PluginModuleChild::ShouldContinueFromReplyTimeout(),0.5885636705972926,4145,1
nsSecureBrowserUIImpl::Init(nsIDOMWindow*),0.08143773176420468,2,1
F_964402326_______________________________________,0.1290757509900526,3,1
atidxx32.dll@0x3ec73,0.20539045559481234,12,1
"TraceRecorder::scopeChainProp(JSObject*, int*&, nanojit::LIns*&, TraceRecorder::NameResult&)",0.0,1,1
nsThebesDeviceContext::SetDPI(),0.0,3,1
je_free | mozutils.dll@0x2a9f,0.3904657034808163,36,1
"nsDisplayClip::ComputeVisibility(nsDisplayListBuilder*, nsRegion*)",0.08143773176420468,2,1
mozilla::plugins::PPluginInstanceChild::CallPStreamNotifyConstructor,0.3046547481632762,23,1
JSObject::finish(JSContext*),0.08143773176420468,2,1
_purecall | nsPurpleBuffer::SelectPointers(GCGraphBuilder&),0.5691086252787503,430,1
"JSObject::shrinkSlots(JSContext*, unsigned int)",0.11289501781036575,18,1
nsCookieService::HandleCorruptDB(DBState*),0.22999936141142546,51,1
__delayLoadHelper2,0.21919399324945762,30,1
"XPCWrappedNative::CallMethod(XPCCallContext&, XPCWrappedNative::CallMode)",0.4316362068919046,69,3
pcache1Unpin,0.6268464577185945,2218,1
"nsPrefBranch::Observe(nsISupports*, char const*, unsigned short const*)",0.0,1,1
F_671092988_________________,0.11798825911797325,7,1
"js::gc::Arena::finalize<JSObject>(JSContext*, js::gc::AllocKind, unsigned int, bool)",0.5994784645839574,1418,1
WriteBitmap,0.0,1,1
dataRead,0.1290757509900526,3,1
"nsTHashtable<nsNavHistory::VisitHashKey>::s_HashKey(PLDHashTable*, void const*)",0.47240902402638724,166,2
js_GetUpvar,0.0,1,8
NS_CopySegmentToBuffer,0.15651746466152594,5,2
nsCSSRect::nsCSSRect(),0.0,7,1
"xpc::WrapperFactory::PrepareForWrapping(JSContext*, JSObject*, JSObject*, unsigned int)",0.3315050006471867,21,1
Decompile,0.2705302891314126,10,2
libpthread-2.6.1.so@0x7440,0.1290757509900526,3,2
imgFrame::Optimize,0.30139976400136803,47,1
_nsnote_callback,0.0,3,1
"nsZipItemPtr_base::nsZipItemPtr_base(nsZipArchive*, char const*, bool)",0.5579820594510287,612,1
_cairo_quartz_surface_fill,0.0,1,2
nsWindow::Destroy(),0.5555970518197388,318,1
libvoikko-1.dll@0x169ad,0.4026258910143775,116,1
JS_IsSystemObject,0.08143773176420468,2,1
Flash Player@0x38efcf,0.0,1,1
libc-2.13.so@0x10fc79,0.472585343211527,203,1
xpc::AccessCheck::isChrome,0.3871007992231024,59,3
NtUserGetDC,0.2512323486363596,12,1
libGLProgrammability.dylib@0xbb5b,0.06606865028586992,4,1
RtlAllocateHeap,0.5412155212137422,887,1
libobjc.A.dylib@0x1568c | IdleTimerVector,0.0,2,1
nsSSLIOLayerImportFD,0.16287546352840937,4,1
nsCycleCollector::ScanRoots,0.16287546352840937,4,1
PICLinker::init,0.08143773176420468,2,1
hang | WaitForSingleObjectEx | WaitForSingleObject | F967418395______________________________,0.5576535107408613,465,1
npietab.dll@0x3787,0.21051348275425724,6,1
nssCertificate_Destroy,0.4508240450019345,60,2
JS_TraceChildren,0.570789673005992,417,8
js::MaybeGC(JSContext*),0.5545565660605836,582,3
js_ValueToIterator,0.2239537623515629,8,1
"nsScriptLoader::StartLoad(nsScriptLoadRequest*, nsAString_internal const&)",0.3490540561559574,35,1
orangetoolbar.dll@0x71c2,0.459878355208964,628,1
JS_ArenaAllocate,0.4812244541930546,106,1
"mozJSComponentLoader::LoadModule(nsILocalFile*, nsIModule**)",0.07478392981391614,3,1
ImageRenderer::PrepareImage(),0.15651746466152594,5,1
nvapi.dll@0x4e97e,0.2794636394712066,19,2
WrappedNativeMarker,0.596524582460524,695,3
JSObject::getGlobal(),0.6198136376250165,14807,1
MessageLoop::~MessageLoop(),0.5348649102981536,220,1
nsWSRunObject::GetWSBoundingParent(),0.0,1,1
nsPhoenixProfileMigrator::FillProfileDataFromPhoenixRegistry(),0.08143773176420468,2,1
"GetPropCompiler::reset(js::mjit::Repatcher&, js::mjit::ic::PICInfo&)",0.18909255736720781,5,1
"js::Interpret(JSContext*, js::StackFrame*, js::InterpMode)",0.5659799466183224,424,1
"js::PropertyTable::change(int, JSContext*)",0.34624303569459847,24,1
"nsHTMLScrollFrame::Reflow(nsPresContext*, nsHTMLReflowMetrics&, nsHTMLReflowState const&, unsigned int&)",0.3011441762457331,22,1
nsID::Equals(nsID const&),0.49306172395904946,156,1
_cairo_spline_decompose_into,0.42111051783386494,148,2
"nsXPLookAndFeel::GetColor(nsILookAndFeel::nsColorID, unsigned int&)",0.1290757509900526,3,1
F_660538865________________,0.29374074608535083,22,1
"nsWindowWatcher::OpenWindowJSInternal(nsIDOMWindow*, char const*, char const*, char const*, int, nsIArray*, int, nsIDOMWindow**)",0.4128503361773689,59,3
_cairo_array_num_elements,0.20535669374824558,7,1
F1009621517________________,0.2155200174815558,10,2
"nsPluginHost::SetUpPluginInstance(char const*, nsIURI*, nsIPluginInstanceOwner*)",0.5861792370722199,593,1
nsIFrame::GetUsedBorder(),0.47353874732798706,118,1
"nsDocument::AddToIdTable(mozilla::dom::Element*, nsIAtom*)",0.2035943294105117,8,1
"TraceRecorder::import(nanojit::LIns*, int, long*, JSTraceType_, char const*, unsigned int, JSStackFrame*)",0.18909255736720781,5,1
"nsXBLProtoImplField::InstallField(nsIScriptContext*, JSObject*, nsIPrincipal*, nsIURI*, int*)",0.4227633104684379,83,1
"@0x0 | nsIEProfileMigrator::Migrate(unsigned short, nsIProfileStartup*, wchar_t const*)",0.2787269887250701,21,1
GraphWalker<scanVisitor>::DoWalk(nsDeque&),0.6214788511243832,3709,2
"js::Compiler::defineGlobals(JSContext*, js::GlobalScope&, JSScript*)",0.5014896840609925,143,1
PL_GetNextOpt,0.0,2,1
IUnknown::QueryInterface<IDXGISurface>(IDXGISurface**),0.18909255736720781,5,1
nsCSSSelector::Reset,0.28882653536570574,13,1
"nsXPConnect::GetNativeOfWrapper(JSContext*, JSObject*)",0.1531000812205453,9,1
GetWidgetOffset,0.3471439995185135,23,2
_atof_l,0.0,1,1
ycc_rgb_convert,0.3203640620977975,68,3
JSScript::getGlobalSlot(unsigned int),0.24431319529261405,8,1
"js::gc::Arena::finalize<JSObject>(JSContext*, js::gc::AllocKind, unsigned __int64, bool)",0.5994784645839574,1418,1
PREF_GetBoolPref,0.08143773176420468,2,1
vksaver.dll@0x39d6,0.5812872727292551,3568,1
CFRelease | __CFDictionaryDeallocate,0.20535669374824558,7,1
F1650855128_____________________________,0.3804592141025964,31,1
SECITEM_Hash,0.22862461710944693,7,1
"js::analyze::ScriptAnalysis::addJump(JSContext*, unsigned int, unsigned int*, unsigned int*, unsigned int, unsigned int*, unsigned int)",0.35735007449970124,47,1
nsAttributeTextNode::~nsAttributeTextNode(),0.0,3,1
ReplaceCallback,0.08143773176420468,2,2
memcpy | fillInCell,0.38816901003883486,77,1
F_399515997______________________________________________,0.3878728419000361,40,1
"nsFrameManager::ReResolveStyleContext(nsPresContext*, nsIFrame*, nsIContent*, nsStyleChangeList*, nsChangeHint, nsRestyleHint, mozilla::css::RestyleTracker&, nsFrameManager::DesiredA11yNotifications, nsTArray<nsIContent*, nsTArrayDefaultAllocator>&)",0.38483241805775675,36,1
"nsWindowSH::GetProperty(nsIXPConnectWrappedNative*, JSContext*, JSObject*, int, unsigned __int64*, int*)",0.15651746466152594,5,1
"nsPluginHost::ScanPluginsDirectory(nsIFile*, nsIComponentManager*, int, int*, int)",0.0,1,1
"nsTHashtable<nsBaseHashtableET<nsURIHashKey, nsCOMPtr<nsIURI> > >::s_HashKey(PLDHashTable*, void const*)",0.2817282642151927,11,1
strstr,0.08143773176420468,2,2
nsLocalFile::Remove(int),0.08143773176420468,2,1
FireOrClearDelayedEvents,0.3530295133416155,24,1
PopActiveVMFrame,0.45385418508508685,176,2
nsImageFrame::GetImageMap(nsPresContext*),0.16287546352840937,4,1
nsCOMPtr<nsISimpleEnumerator>::nsCOMPtr<nsISimpleEnumerator>(nsISimpleEnumerator*) | nsStyleContext::Destroy(),0.08143773176420468,2,1
"@0x0 | nsDisplayList::ComputeVisibilityForSublist(nsDisplayListBuilder*, nsRegion*, nsRect const&, nsRect const&)",0.5016605304062538,137,1
hang | NtUserMessageCall | RealDefWindowProcW,0.5562297750273925,1185,2
BuildTextRuns,0.28679442551245027,14,1
hang | NtUserWaitMessage | NtUserWaitMessage | base::MessagePumpForUI::WaitForWork(),0.3169888068410475,19,1
arena_dalloc_small | arena_dalloc | free | JSFreePointerListTask::run(),0.4716069213872468,148,1
PrepareAndDispatch,0.37666104237299136,131,1
nsGlobalWindow::SetDocShell,0.0,1,1
_invalid_parameter_noinfo,0.323605913368791,25,2
FindNCHit,0.5306282740743428,241,2
WrapperIsNotMainThreadOnly,0.2581515019801053,9,1
hang | ntdll.dll@0xe514,0.0,1,1
F_2125799176_____________________________________,0.18909255736720781,5,1
_VEC_memzero,0.27198169863466526,337,4
MirrorWrappedNativeParent,0.0,1,1
XDRChars,0.2551374559015245,15,1
F_488409223___________,0.08143773176420468,2,1
chromehang | FontFileAnalyzer::IsPfm(unsigned __int64),0.0,1,1
"JSObject::removeProperty(JSContext*, int)",0.2239537623515629,8,1
js_NextActiveContext,0.15651746466152594,5,2
nsASDOMWindowEnumerator::GetNext(nsISupports**),0.07478392981391614,3,1
F_1621050107_____________,0.3268186682110179,37,1
nsSHistory::EvictContentViewersInRange,0.0,1,1
"nsComponentManagerImpl::GetServiceByContractID(char const*, nsID const&, void**)",0.3731573720204711,29,1
chromehang | ZwQueryFullAttributesFile,0.2811897908051327,16,2
libvlccore.dll@0x9fc59,0.5262173371574705,1581,2
js_DestroyScriptsToGC,0.2239537623515629,8,1
"nsCOMPtr_base::assign_from_qi(nsQueryInterface, nsID const&) | nsContentUtils::CanCallerAccess(nsPIDOMWindow*)",0.45101442848152495,124,1
nsIFrame::GetOffsetTo(nsIFrame const*),0.5347720618093244,473,1
nsXULControllers::cycleCollection::UnmarkPurple(nsISupports*),0.40828096549805876,51,1
mozjs.dll@0x1f7768,0.4124168692744794,51,1
nsPluginStreamListenerPeer::GetInterfaceGlobal,0.0,1,1
mozalloc_abort(char const* const) | NS_DebugBreak_P | Initialize(),0.5102577595741988,316,1
FindNamedItems,0.4970309332975308,135,2
JS_DefineConstDoubles,0.08143773176420468,2,1
JS_DHashTableEnumerate,0.4898392269563069,88,1
nspr4.dll@0x288f,0.4219862346140196,90,1
hang | F_875177159_________________________________________________________________,0.6345106957142445,7936,2
"js_UnwindScope(JSContext*, int, int)",0.2239537623515629,8,1
vksaver.dll@0x3643,0.5812872727292551,3568,1
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | nsTArray_base<nsTArrayDefaultAllocator>::EnsureCapacity(unsigned int, unsigned int) | nsTArray<nsTimerImpl*, nsTArrayDefaultAllocator>::AppendElements<nsTimerImpl*>(nsTimerImpl* const*, unsign...",0.5652862398508908,680,1
gfxTextRun::`vector deleting destructor''(unsigned int),0.4360909373198895,60,2
FinalizeArenaList<JSObject_Slots8>,0.45763861787591864,127,1
"nsThread::Dispatch(nsIRunnable*, unsigned int)",0.5284279631100116,746,1
"js_GetPropertyHelper(JSContext*, JSObject*, int, unsigned int, js::Value*)",0.5015158437928824,119,1
hang | InternalDialogBox,0.5432102335409769,868,1
nsCycleCollectingAutoRefCnt::unmarkPurple(),0.47633943458866823,179,1
hang | WaitForSingleObjectEx | WaitForSingleObject | F_1175683577_______________,0.5789925474754432,541,1
gfxDWriteFontList::InitFontList(),0.06606865028586992,4,2
chromehang | NtClose,0.2811897908051327,16,4
FinishCreate,0.15003851475250873,7,1
JS_GetGlobalForScopeChain,0.0,1,1
nsIDocument::InnerWindowID(),0.08143773176420468,2,1
"nsTArray<ObserverRef, nsTArrayDefaultAllocator>::AppendElements<ObserverRef>(ObserverRef const*, unsigned int) | nsObserverList::FillObserverArray(nsCOMArray<nsIObserver>&)",0.43111431519943494,234,1
icuuc36.dll@0x1f94,0.4577219249875978,604,1
nsLineBox::DeleteLineList,0.08143773176420468,2,2
fopen,0.3639335449590263,152,1
nsRuleNode::DestroyInternal(nsRuleNode***),0.5360185891931223,236,1
"nsDOMEvent::QueryInterface(nsID const&, void**)",0.2239537623515629,8,1
js::mjit::JITScript::purgePICs(),0.5778483274098317,570,1
_de_casteljau,0.42111051783386494,148,2
nsXPConnect::Peek(JSContext**),0.43547837888891094,65,1
F_855855466_____________________,0.6272101343133786,2501,1
JS_updateMallocCounter,0.4119899734653356,297,4
DocumentViewerImpl::SetBounds,0.4079382324599028,206,1
F18720598__________________________________________________,0.13490179783749162,43,1
hang | mozilla::plugins::PPluginInstanceParent::CallNPP_Destroy(short*),0.6327552591221065,3748,1
NS_GetInnermostURI(nsIURI*),0.21051348275425724,6,1
"nsPluginHostImpl::TrySetUpPluginInstance(char const*, nsIURI*, nsIPluginInstanceOwner*)",0.5814465560022056,495,1
kernelbase.dll@0xcacd,0.3540078920477835,292,1
"NS_URIChainHasFlags(nsIURI*, unsigned int, int*)",0.08143773176420468,2,3
js::Shape::removeFromDictionary(JSObject*),0.0,1,1
Load,0.18909255736720781,5,1
js::ContextStack::popInvokeArgs,0.4343027858633987,93,3
sqlite3InitCallback,0.21051348275425724,6,1
libsystem_c.dylib@0x27edc,0.0,2,1
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | nsHtml5TreeOperation::AppendText(wchar_t const*, int, nsIContent*, nsHtml5TreeOpExecutor*)",0.1290757509900526,3,1
je_free | nsScriptSecurityManager::`scalar deleting destructor''(unsigned int),0.44474668763888753,367,1
JS_GetStringEncodingLength,0.18909255736720781,5,1
JS_BeginRequest,0.5236196790118586,266,8
quicktimewebhelper.qtx@0xebf9,0.5006777266373043,853,2
